businessDD004accc3-7bc3-4053-9433-ee3452522082.txt,business,media,,,,,
businessDD00cc91c2-00e2-4fbc-bedd-3f6ee7dab719.txt,business,politics,,,,,
businessDD015d47ef-9fe1-4c9d-92d8-9ee427058e4a.txt,americas,arts,television,,,,
businessDD01e4049b-8513-4786-8f83-4900c4a55900.txt,americas,arts,television,,,,
businessDD022fee51-d670-4f6c-8f7b-ce2377c00795.txt,real-estate,great-homes-destination,my-real-estate,,,,
businessDD02655de6-ff49-4a42-acb0-939ef19fcd04.txt,politics,the-upshot,,,,,
businessDD0291d53e-4dff-48fe-b26f-3cc957a35bbe.txt,technology,personal-tech,,,,,
businessDD03604059-1623-4262-846a-998219adc7a8.txt,sports,football-nfl,,,,,
businessDD042a1803-bbc9-4f10-b744-7585459c3976.txt,politics,the-upshot,,,,,
businessDD0435caa4-39ba-4eca-bce8-ac2a9bd42bf2.txt,travel,,,,,,
businessDD0528dd87-5b13-4f59-9429-871233200930.txt,health,well,,,,,
businessDD067d1d1f-6e31-4d76-92e3-c3f2cfdae355.txt,world,americas,at-war,terrorism,health,,
businessDD0728370f-50fe-42ec-b7ac-687418cb7f0b.txt,arts,television,,,,,
businessDD079d43c5-a79a-48ca-9b76-102dd3f2667a.txt,technology,business,bits,,,,
businessDD081200e4-30a7-4723-a101-e9289ab1c6c1.txt,arts,music,television,,,,
businessDD08217393-d247-4724-a5bb-1c2af1e0dcd5.txt,arts,books,,,,,
businessDD08610633-ce11-4042-8547-0379c2ae7374.txt,arts,books,science,education,,,
businessDD08aa232b-7aa8-463e-8a44-c5c96c99b0ca.txt,business,economy,markets,world,americas,,
businessDD0b97a143-ead1-4108-88fe-a3c2a8798bd9.txt,health,world,americas,africa,,,
businessDD0bc6cd06-aec2-47f5-b83b-f29c5c55b771.txt,arts,nyc-events-guide,,,,,
businessDD0dcf896e-6de5-46e4-b82f-70d588133b9f.txt,style,on-the-runway,,,,,
businessDD0e4104f0-b9b1-4955-aac7-311fd64683db.txt,world,americas,terrorism,,,,
businessDD0ecd724f-ff54-404c-8295-e8120198909d.txt,business,money,money-policy,,,,
businessDD0fea0348-e4ee-408f-bd33-88b4bd051834.txt,food,money-policy,,,,,
businessDD10a4c604-fca8-49db-aeaf-a38445f327ce.txt,arts,music,crime,,,,
businessDD10b4a7ae-4eb5-45cb-b294-a9faa71823c1.txt,arts,books,,,,,
businessDD117f85b4-9e84-4936-856c-593424f31b67.txt,business,bits,technology,dealbook,,,
businessDD11d236c3-4fa9-40b5-afe3-6ba78a784364.txt,world,americas,at-war,crime,,,
businessDD11f6c24a-b5ea-4edf-ace7-b0b19a6ef3c3.txt,business,dealbook,economy,,,,
businessDD1206c4c1-dc35-4003-8a25-ac30737e88e3.txt,science,world,health,well,,,
businessDD1315ad88-7417-4016-b94f-4333056d576b.txt,style,on-the-runway,,,,,
businessDD132dfa28-9087-4f5d-80d1-8e5538adecab.txt,americas,crime,movies,,,,
businessDD136c6cc4-6517-4ad1-9f1d-ec1d455f8e2f.txt,business,dealbook,entrepreneurship,,,,
businessDD1494c837-dc9c-40e0-a432-e0f19997d64c.txt,arts,music,world,terrorism,,,
businessDD15170d0f-a894-4a19-873d-66f3bca9686a.txt,arts,nyc-events-guide,,,,,
businessDD152c92c4-ff68-4c2e-9b4e-e9b581b95d50.txt,arts,books,,,,,
businessDD1544e530-3da7-4546-afcf-1a6cf78dfda3.txt,business,markets,economy,technology,,,
businessDD15d6ef36-0fd8-487d-ae00-45559d0e5230.txt,technology,personal-tech,,,,,
businessDD15f1e1a7-3f07-47cb-b20e-c980b19d86a6.txt,science,space-cosmos,arts,books,,,
businessDD16352446-8134-409c-9d76-98e266171b4c.txt,style,weddings,,,,,
businessDD16669ede-de49-46e4-ad44-604307c3ba5e.txt,sports,hockey,,,,,
businessDD1898470d-ad50-4f47-be8b-f41a634a8cdb.txt,world,politics,sinosphere,,,,
businessDD18f9ec99-c3ce-4719-9daf-0f3fe6d16c1a.txt,arts,movies,travel,,,,
businessDD19eeec7a-c91e-4fbc-9da4-117eb8617706.txt,arts,books,africa,americas,food,cooking,
businessDD1a5a301e-24d4-4194-82c3-dd93ceb9f23f.txt,world,business,dealbook,asia-pacific,americas,,
businessDD1ab86a09-c94b-4510-9937-bb5e972318d3.txt,sinosphere,,,,,,
businessDD1aece42b-274c-438e-8952-479c6a16c966.txt,technology,personal-tech,,,,,
businessDD1b8a8d7e-ee55-4688-98cf-2c5d5f269095.txt,world,travel,business,,,,
businessDD1cf0f94d-4e8d-4ed9-86a9-93c69b9c2c03.txt,travel,world,europe,,,,
businessDD1d03f771-21d3-48e7-9ed6-274f600c6b58.txt,arts,books,,,,,
businessDD1d8b5331-dfb5-494b-acd8-cfaa6818e23e.txt,politics,election,first-draft,,,,
businessDD1dcfc507-0957-43aa-94ad-a862e0dff966.txt,world,sinosphere,terrorism,africa,,,
businessDD2043826e-58dc-4d38-b158-a6f3ab50edc1.txt,real-estate,commercial-real-estate,,,,,
businessDD204ada81-2d84-41d2-a8f1-f5c668c25455.txt,world,africa,arts,books,,,
businessDD20eae70a-7832-45d6-bd3c-80d39f93e7d4.txt,arts,television,media,,,,
businessDD20ee54a5-c0f4-4cd9-b1b8-0a7395d7f5b6.txt,world,at-war,americas,politics,,,
businessDD20f7c2b5-e9e2-4505-bd92-6ab7097ddc2e.txt,business,your-money,,,,,
businessDD21ae8022-0369-4a60-86f0-7adbda2f6c6c.txt,arts,books,music,,,,
businessDD21e7036e-746a-4a2d-b213-4bd04d34cf6c.txt,politics,health,well,,,,
businessDD2202edb4-6045-4064-8b3e-74061b84895a.txt,arts,books,europe,,,,
businessDD2312e436-3b0a-4302-a285-2111394d88d6.txt,business,health,,,,,
businessDD23ba6bb3-c1fc-4245-b6a6-22bfb8d409bf.txt,style,,,,,,
businessDD23d8abfa-637e-4cc2-8d80-da157d46fa97.txt,sports,soccer,europe,,,,
businessDD23fef990-e86e-4db3-a8ff-dfd6171ff72b.txt,americas,crime,,,,,
businessDD246932f1-a10f-45b8-8cc8-61e7868ad41d.txt,technology,bits,food,,,,
businessDD252c16ba-fa9f-4477-a2f8-57c55b27e919.txt,arts,theater,books,,,,
businessDD2571bd80-bf16-426b-9c1a-3e9eb5e8ab50.txt,travel,,,,,,
businessDD262fc3f3-2c80-44ed-ba55-181b59e3f5f5.txt,europe,arts,,,,,
businessDD293a8e43-a118-4c02-b9fc-190a5ed5a3ca.txt,style,on-the-runway,world,americas,,,
businessDD2978c9af-4dd2-46e7-9bcf-688bc92eea2f.txt,sports,world,soccer,,,,
businessDD29abe101-0412-4db0-95ff-5ef7d387983e.txt,arts,world,,,,,
businessDD29c8b7e2-07e3-4a03-b8b4-587ad7c4152d.txt,arts,movies,,,,,
businessDD29d0108e-b1b2-4ef9-9a04-3b4465d365e8.txt,arts,movies,mens-style,,,,
businessDD2b04fc2b-236e-4f4d-905a-5cac19973286.txt,food,business,restaurant-search,cooking,,,
businessDD2bedbc64-914e-45dd-b289-afcae32ced84.txt,food,business,restaurant-search,cooking,,,
businessDD2bee32ee-8cb1-4828-8a35-424b5b2dd56f.txt,style,weddings,americas,,,,
businessDD2bfb015f-6426-43e9-b13b-dcf3e63b1e4f.txt,world,africa,economy,business,,,
businessDD2c73fe12-02ff-4d1f-8189-c9155c92835c.txt,arts,books,,,,,
businessDD2cfcfed2-f1f4-4bd6-a10c-445d90174d87.txt,world,middle-east,terrorism,,,,
businessDD2d476222-f4e2-4104-b5e4-fe712f8b19de.txt,business,europe,economy,dealbook,markets,automobiles,
businessDD2d7e3a5e-18f3-4bfd-8c5d-a4ddedeb5015.txt,americas,sports,baseball,,,,
businessDD2f17d186-8293-4101-a235-9b87105efa52.txt,arts,theater,nyc-events-guide,sinosphere,,,
businessDD2f695557-bfcc-4ca3-917f-e318c1b7d06d.txt,style,on-the-runway,,,,,
businessDD30029422-315b-4f29-bc98-daa672a3aac2.txt,world,asia-pacific,terrorism,,,,
businessDD30334b9b-1ed8-486a-907e-e2a1fb097243.txt,arts,books,,,,,
businessDD30958d5b-3eed-407e-8ba3-5494e1362156.txt,style,pets,,,,,
businessDD3217776a-21f3-4c1a-a4b6-4b60fc7a61ab.txt,arts,books,,,,,
businessDD321970a1-61a8-4dc5-a85b-d8e80c562713.txt,arts,,,,,,
businessDD32622423-edf6-4869-bcfd-d595679eb927.txt,style,on-the-runway,,,,,
businessDD33b54c2d-c6b8-403f-8f64-192dc9cab978.txt,real-estate,arts,television,,my-real-estate,,
businessDD34932e9b-ab54-47de-9c8c-f849e5640c3d.txt,politics,the-upshot,,,,,
businessDD356e7a10-e4f0-4eca-bf50-154743f15fcd.txt,world,at-war,europe,,,,
businessDD3692596b-9b1a-4311-b34f-86e6b1a18fd6.txt,africa,world,at-war,,,,
businessDD36d9a396-1359-406a-a856-eac64ac2dcda.txt,food,cooking,,,,,
businessDD380f4f6f-752b-4075-ab65-6b2c276720d7.txt,americas,crime,,,,,
businessDD38b21fc5-68f4-462d-8e57-22acf7658bd3.txt,arts,,,,,,
businessDD38c1c386-f320-4953-be2d-e73d6cbcf9d4.txt,arts,technology,europe,,,,
businessDD38d95a3d-dd7a-4856-b761-502eb3794a25.txt,real-estate,technology,,,,,
businessDD390945e3-30bc-403f-b5bc-483eef7f3c12.txt,arts,books,arts,music,,,
businessDD391620ef-5d0b-4cfe-b628-cd9cbbf1171b.txt,style,on-the-runway,business,markets,,,
techNewsDD0040a5b8-c0bd-4964-b522-096eb93a946d.txt,travel,,,,,,
techNewsDD00648cbe-77b0-4fad-bad4-7865c84adebb.txt,science,environment,europe,politics,,,
techNewsDD009bebf5-fd7e-4b1c-a219-1a372172d2f4.txt,weddings,style,,,,,
techNewsDD00a55c7e-ddd2-46a1-a76b-3f28efcdb470.txt,arts,nyc-events-guide,world,business,,,
techNewsDD00be09c1-8621-4cb2-988d-6b29da3d3c71.txt,travel,arts,,,,,
techNewsDD0137d1ef-035c-4ef9-b671-6a871a97f671.txt,business,americas,food,,,,
techNewsDD016de449-b5b8-43aa-8308-df5950b7356f.txt,terrorism,americas,world,politics,,,
techNewsDD021bcded-7777-46d9-9158-cfdc1b2f8a59.txt,food,business,markets,,,,
techNewsDD0220e046-7912-4536-83c0-75c5a24764b2.txt,science,space-cosmos,,,,,
techNewsDD0250d7da-c8a8-469b-8007-296210af5591.txt,world,americas,at-war,asia-pacific,,,
techNewsDD028e6f7f-c928-4f22-99cc-e5431a1e7418.txt,arts,books,,,,,
techNewsDD02d30b4a-3d9d-4055-8c4f-32f586ac2236.txt,world,politics,at-war,election,,,
techNewsDD02d5b5b9-b979-4ccf-9e8d-3922fe939429.txt,africa,at-war,terrorism,politics,,,
techNewsDD038f6363-74ea-43e2-a868-529843ada82a.txt,arts,books,,,,,
techNewsDD03b92cd6-e9fe-4181-b5de-04e411207447.txt,your-money,business,,,,,
techNewsDD04382cbd-2dba-487b-89cd-78ec009e91c0.txt,arts,theater,,,,,
techNewsDD047399b0-7642-47c3-a894-faf0b545e552.txt,arts,drama,,,,,
techNewsDD048ae47f-2064-43e9-82c6-529500b7264c.txt,style,weddings,,,,,
techNewsDD048b7a01-ca73-4648-a62b-0a4f9cbab068.txt,at-war,,,,,,
techNewsDD04a029d5-d4f0-47ec-89db-c3ca4c51c083.txt,economy,your-money,business,,,,
techNewsDD050fe3c6-1479-4d9e-85e4-1f574ee488be.txt,style,on-the-runway,,,,,
techNewsDD052f97c7-25f6-4200-975d-3028bb05f2b6.txt,americas,crime,,,,,
techNewsDD0553199a-ef37-4ebc-b97b-7e0157a63943.txt,arts,music,,,,,
techNewsDD05710934-e829-4277-9f70-b595fd107317.txt,media,weddings,style,,,,
techNewsDD05717b74-5714-4998-b869-4be66106c9f1.txt,sports,football-college,,,,,
techNewsDD05b915b1-6099-4d54-b813-62e1dde0cc3a.txt,americas,at-war,,,,,
techNewsDD0697c092-b584-4c43-b553-e79e16ed3798.txt,business,media,markets,style,entrepreneurship,,
techNewsDD06a34997-063c-4b4e-a6eb-759eb24bc567.txt,arts,movies,nyc-events-guide,,,,
techNewsDD06acac4e-c1aa-44be-b8fe-b70c8e6773d6.txt,arts,books,,,,,
techNewsDD06cdb5d5-86af-43b3-81b2-b7ae4076f036.txt,media,at-war,americas,politics,,,
techNewsDD06d49a85-3e8c-4760-b9b7-8368ece92412.txt,business,economy,your-money,,,,
techNewsDD06e6ccc4-1dd5-4778-b847-0a8adb34b851.txt,at-war,americas,,,,,
techNewsDD072a2384-a51b-4cd7-aec9-c459be20978d.txt,media,arts,,,,,
techNewsDD0782cc15-b1af-4f9e-b12a-a4db44333ab1.txt,sports,football-college,americas,,,,
techNewsDD0798de38-adf6-423d-ad44-ca828b748321.txt,europe,at-war,terrorism,,,,
techNewsDD085f04fb-2346-465c-86be-2ea26e67b656.txt,asia-pacific,americas,at-war,,,,
techNewsDD098608c8-8c36-4e30-bb1c-e86349e496ed.txt,politics,media,,,,,
techNewsDD09b46324-4644-42da-853b-87349b1e8898.txt,asia-pacific,media,crime,,,,
techNewsDD09bbb195-e6fb-48d0-84ad-8b104741c90c.txt,arts,books,travel,,,,
techNewsDD09dc0622-26aa-4463-94d8-dc5a6f4bd934.txt,the-upshot,,,,,,
techNewsDD0a3da9a2-6b1d-4d3c-9c30-288bc19fb118.txt,travel,nyc-events-guide,,,,,
techNewsDD0a4b509d-a438-4afa-ae76-1c62423fd2f4.txt,asia-pacific,americas,at-war,,,,
techNewsDD0a626a69-605a-440a-9eb8-75d23b7d1a0d.txt,health,well,,,,,
techNewsDD0b082304-640c-40d7-a22c-d8739855031c.txt,food,cooking,,,,,
techNewsDD0b3daa30-3739-40f4-8349-96b9be1c7c77.txt,economy,your-money,,,,,
techNewsDD0b75e34c-0bf0-4af6-ae80-15bc96e65be7.txt,style,media,,,,,
techNewsDD0b9458f9-355c-4088-a91b-7e9094e3827d.txt,business,food,cooking,entrepreneurship,,,
techNewsDD0c05dc4e-e7a5-4691-a378-903014fbb246.txt,sports,soccer,,,,,
techNewsDD0c128bb5-95ba-4cf7-a98b-516635632743.txt,media,economy,business,dealbook,,,
techNewsDD0c23dd78-24c9-4cd7-9b4d-49f9b8d77f74.txt,technology,europe,science,environment,,,
techNewsDD0c386f43-5efe-4993-b96b-e7aedf731551.txt,pets,style,,,,,
techNewsDD0d2b9059-79df-43cd-9706-c52e7c6bd791.txt,travel,nyc-events-guide,,,,,
techNewsDD0d534486-da13-4f1e-9544-99842dde4528.txt,arts,art-design,americas,,,,
techNewsDD0dc2eb09-ab20-48ed-878d-f41989a9da1f.txt,arts,books,,,,,
techNewsDD0dd232af-4a0e-4a4f-90bd-51c97e4f7233.txt,politics,americas,election,,,,
techNewsDD0e205665-1064-4188-a2ed-bca946926fad.txt,business,health,food,well,,,
techNewsDD0e2c4649-8f54-4573-8bd2-7cca19c52c43.txt,arts,books,health,well,,,
techNewsDD0e8f3fc9-6c0a-4d30-bd9c-9ece6c266549.txt,health,well,americas,,,,
techNewsDD0e90ae3f-9d33-41aa-b110-063a8401c64d.txt,science,environment,americas,,,,
techNewsDD0eb61cb7-f4c3-418a-bd21-271f16cd47c5.txt,technology,personal-tech,business,markets,food,pets,style
techNewsDD0f109a14-8c01-4b1f-93eb-5479d4e81c2c.txt,media,arts,nyc-events-guide,style,on-the-runway,,
techNewsDD0f4ce968-7fca-4f7d-851f-1df5ea88495d.txt,asia-pacific,media,sinosphere,,,,
techNewsDD0f7ffcc3-1fd9-4362-aeae-407dfc6cf6a9.txt,style,americas,on-the-runway,,,,
techNewsDD0f877dbd-d3a1-4a7d-99d2-beda5b657147.txt,terrorism,europe,world,,,,
techNewsDD1013d203-4d23-4c7f-9938-5701f5431b75.txt,science,health,well,technology,,,
techNewsDD108317f4-ab9d-4a00-80ac-ae3697edfaa4.txt,environment,economy,science,,,,
techNewsDD108f6880-70c2-4bbe-a6a4-2a86241a6462.txt,sports,football-nfl,media,,,,
techNewsDD10c8d4b4-311e-4b4a-8023-e205555deb07.txt,asia-pacific,americas,at-war,,,,
techNewsDD10d8151c-c61e-4860-96f6-f9d2b0ff6884.txt,health,media,well,economy,,,
techNewsDD10ef9801-268a-4070-9342-4684a9702e54.txt,arts,books,nyc-events-guide,,,,
techNewsDD10fd79b7-cbae-495e-b76b-664b7952269c.txt,world,europe,terrorism,at-war,,,
techNewsDD1125a204-0076-4cad-a91f-9a7308c74570.txt,health,world,at-war,,,,
techNewsDD1194a1f6-3c55-4db5-a6bc-dd387d4f9ee7.txt,science,media,economy,,,,
techNewsDD11ab06c1-eb54-4fbe-94d9-4438f5d5ea84.txt,science,personal-tech,,,,,
techNewsDD11e03ace-5919-4b20-88e8-8531d54407c1.txt,media,markets,economy,asia-pacific,education,,
techNewsDD12514b59-26cd-4dcf-b9a1-e583c19e823b.txt,arts,books,asia-pacific,election,politics,,
techNewsDD1283d138-c7a0-4956-bea1-0d3b6e50d9e4.txt,arts,movies,americas,media,,,
techNewsDD132c86cf-b1f6-4223-9db9-46dbb5bc7507.txt,real-estate,commercial-real-estate,media,style,,,
techNewsDD132fdd02-8738-4cb6-b52d-9419f20933d3.txt,automobiles,business,markets,,,,
techNewsDD13463248-113e-4bf6-b84d-968539d66225.txt,sports,basketball-nba,,,,,
techNewsDD1384bf8d-a20f-4bab-b37e-04faf4613ab1.txt,media,health,well,americas,,,
techNewsDD13927962-b262-43f9-b44f-1f73252b8c76.txt,arts,books,,,,,
techNewsDD13be8130-1331-4833-99d6-be63b49fdd03.txt,health,health-guide,well,asia-pacific,,,
techNewsDD13cf3b1f-ee31-42d4-8286-4092f6362e00.txt,europe,terrorism,at-war,americas,,,
techNewsDD1416f95a-7098-47da-87c8-1da9e0e938df.txt,environment,science,europe,economy,,,
techNewsDD14489d76-164e-410e-829e-03d1385f3303.txt,sports,soccer,world,americas,europe,,
techNewsDD14f22780-1d39-4838-8a1c-c9029a342526.txt,media,americas,,,,,
techNewsDD14fe4243-0952-43e0-a6a8-44e6c1f6adf8.txt,arts,media,,,,,
techNewsDD1509e816-c79f-4ac5-beff-8dc0548c0437.txt,arts,nyc-events-guide,business,dealbook,,,
techNewsDD150b796c-99f0-4db4-abb1-18a57101ebe3.txt,europe,terrorism,at-war,,,,
techNewsDD1564cb26-6a32-47bf-b195-8a39a8346f2f.txt,americas,at-war,economy,business,,,
techNewsDD15667996-21ff-4d5e-992d-6b7057265282.txt,media,markets,business,economy,,,
techNewsDD158275ba-4a3e-4d71-825d-6b2e31c417e6.txt,arts,books,,,,,
techNewsDD15951dcf-1699-4e6b-ab24-fee7d1d4ed56.txt,europe,at-war,politics,election,,,
techNewsDD163513bd-03a0-4fa2-8441-c50fbcb0dba4.txt,world,asia-pacific,india-ink,,,,
techNewsDD16cd82d3-1115-45b5-be2a-5244d65dcc77.txt,style,weddings,on-the-runway,,,,
techNewsDD17271829-6f03-4153-a5d2-dadd025deb89.txt,science,environment,well,health-guide,health,,
techNewsDD17884025-913e-493c-bc20-d187cc42bec1.txt,media,arts,,,,,
techNewsDD197a7843-62b1-49c1-b58f-a78d0c2807c8.txt,asia-pacific,technology,markets,business,bits,,
techNewsDD19c776bc-b665-474f-9628-abbf19229ea2.txt,americas,at-war,media,,,,
sportsDD002a5893-8254-4d95-a20c-c32a91aeb6af.txt,politics,at-war,americas,terrorism,,,
sportsDD00369ee3-ffd3-4b3d-95b7-69af5af235e4.txt,sports,football,,,,,
sportsDD004dc6a3-083c-4081-994d-d9cd61d58144.txt,world,terrorism,politics,europe,americas,,
sportsDD009c484c-e22f-49ba-b29d-d8e9fac700a4.txt,americas,at-war,terrorism,,,,
sportsDD00bb9293-1a7a-45c0-91dc-6cd938621391.txt,science,health,well,,,,
sportsDD011cedbb-70fe-4279-a3c4-a3e30225ae2d.txt,business,media,,,,,
sportsDD0129f81a-3681-47b2-a040-0300f6a1d36f.txt,sports,hockey,,,,,
sportsDD0151d4b1-f4ad-41ac-8708-f476d973990c.txt,sports,football-nfl,,,,,
sportsDD018948a9-2a2a-406c-9639-e7362a2b6b1f.txt,sports,football-college,,,,,
sportsDD02def193-f87a-41ce-afe5-fe1e26e59459.txt,europe,terrorism,at-war,,,,
sportsDD033c6612-2606-45cb-8cb1-fe6a4421bc51.txt,sports,business,soccer,politics,,,
sportsDD035e6829-c767-46b2-874c-646dd34b5e72.txt,sports,basketball-nba,,,,,
sportsDD037be01f-d01f-471f-9a57-c47b89579e27.txt,sports,golf,world,europe,,,
sportsDD03965b96-30a9-4edc-a805-de61d69818ec.txt,travel,,,,,,
sportsDD042b5871-d85d-461f-81d9-87d14ef00c8d.txt,sports,soccer,,,,,
sportsDD04b6ff5f-3cd4-4a31-83bc-55cb99d5141d.txt,world,asia-pacific,middle-east,at-war,,,
sportsDD0577df95-f9d6-40e9-b500-dbb6428bf800.txt,arts,books,,,,,
sportsDD05b60bf9-5c6e-4285-8c55-98d88901b039.txt,science,technology,education,,,,
